var,val,visit
nrdi02L sd,0.0672922,109972017080_49
nrdi04L mean,0.082146,109972017080_49
nrdi04L sd,0.0182407,109972017080_49
nrdi06L mean,0.000829596,109972017080_49
nrdi06L sd,0.00486745,109972017080_49
nrdi08L mean,0.000608303,109972017080_49
nrdi08L sd,0.0032942,109972017080_49
nrdi10L mean,0.000355063,109972017080_49
nrdi10L sd,0.00160955,109972017080_49
nrdi12L mean,0,109972017080_49
nrdi12L sd,0,109972017080_49
number of tracts,5,109972017080_4
tract length mean(mm),155.714,109972017080_4
tract length sd(mm),11.7505,109972017080_4
tracts volume (mm^3),1720,109972017080_4
qa mean,0.237972,109972017080_4
qa sd,0.143122,109972017080_4
nqa mean,0.194973,109972017080_4
nqa sd,0.117261,109972017080_4
dti_fa mean,0.260088,109972017080_4
dti_fa sd,0.169957,109972017080_4
md mean,0.38894,109972017080_4
md sd,0.104402,109972017080_4
ad mean,0.486623,109972017080_4
ad sd,0.106066,109972017080_4
rd mean,0.340099,109972017080_4
rd sd,0.117871,109972017080_4
gfa mean,0.0628058,109972017080_4
gfa sd,0.0309033,109972017080_4
iso mean,0.830659,109972017080_4
iso sd,0.173658,109972017080_4
rdi02L mean,0.615749,109972017080_4
rdi02L sd,0.123809,109972017080_4
rdi04L mean,0.98057,109972017080_4
rdi04L sd,0.200757,109972017080_4
rdi06L mean,1.07622,109972017080_4
rdi06L sd,0.226408,109972017080_4
rdi08L mean,1.07918,109972017080_4
rdi08L sd,0.226921,109972017080_4
rdi10L mean,1.08072,109972017080_4
rdi10L sd,0.226988,109972017080_4
rdi12L mean,1.08166,109972017080_4
rdi12L sd,0.226954,109972017080_4
nrdi02L mean,0.46591,109972017080_4
nrdi02L sd,0.108585,109972017080_4
nrdi04L mean,0.101089,109972017080_4
nrdi04L sd,0.0404847,109972017080_4
nrdi06L mean,0.00544214,109972017080_4
nrdi06L sd,0.0162373,109972017080_4
nrdi08L mean,0.00247641,109972017080_4
nrdi08L sd,0.00788078,109972017080_4
nrdi10L mean,0.000943012,109972017080_4
nrdi10L sd,0.00266687,109972017080_4
nrdi12L mean,0,109972017080_4
nrdi12L sd,0,109972017080_4
number of tracts,16,NA
tract length mean(mm),70.5077,NA
tract length sd(mm),16.9765,NA
tracts volume (mm^3),1568,NA
qa mean,0.289873,NA
qa sd,0.201008,NA
nqa mean,0.237495,NA
nqa sd,0.164688,NA
dti_fa mean,0.321723,NA
dti_fa sd,0.191519,NA
md mean,0.371297,NA
md sd,0.094358,NA
ad mean,0.497603,NA
ad sd,0.0926118,NA
rd mean,0.308143,NA
rd sd,0.117531,NA
gfa mean,0.0750788,NA
gfa sd,0.0379889,NA
iso mean,0.798569,NA
iso sd,0.105465,NA
rdi02L mean,0.605703,NA
rdi02L sd,0.104691,NA
rdi04L mean,0.96176,NA
rdi04L sd,0.161632,NA
rdi06L mean,1.05186,NA
rdi06L sd,0.17115,NA
rdi08L mean,1.05524,NA
rdi08L sd,0.17148,NA
rdi10L mean,1.05728,NA
rdi10L sd,0.172031,NA
rdi12L mean,1.0584,NA
rdi12L sd,0.172343,NA
nrdi02L mean,0.452693,NA
nrdi02L sd,0.0779031,NA
nrdi04L mean,0.096636,NA
nrdi04L sd,0.0385112,NA
nrdi06L mean,0.00654003,NA
nrdi06L sd,0.0206975,NA
nrdi08L mean,0.00315742,NA
nrdi08L sd,0.00992338,NA
nrdi10L mean,0.00112112,NA
nrdi10L sd,0.00317624,NA
nrdi12L mean,0,NA
nrdi12L sd,0,NA
number of tracts,1056190,109972017080_50
tract length mean(mm),10.391,109972017080_50
tract length sd(mm),7.83696,109972017080_50
tracts volume (mm^3),44536,109972017080_50
qa mean,0.257796,109972017080_50
qa sd,0.137442,109972017080_50
nqa mean,0.211842,109972017080_50
nqa sd,0.111501,109972017080_50
dti_fa mean,0.307441,109972017080_50
dti_fa sd,0.137389,109972017080_50
md mean,0.327951,109972017080_50
md sd,0.0970124,109972017080_50
ad mean,0.441685,109972017080_50
ad sd,0.0838026,109972017080_50
rd mean,0.277393,109972017080_50
rd sd,0.0924877,109972017080_50
gfa mean,0.0698043,109972017080_50
gfa sd,0.0264274,109972017080_50
iso mean,0.763798,109972017080_50
iso sd,0.245385,109972017080_50
rdi02L mean,0.593161,109972017080_50
rdi02L sd,0.161231,109972017080_50
rdi04L mean,0.942289,109972017080_50
rdi04L sd,0.244548,109972017080_50
rdi06L mean,1.02696,109972017080_50
rdi06L sd,0.272753,109972017080_50
rdi08L mean,1.02756,109972017080_50
rdi08L sd,0.27552,109972017080_50
rdi10L mean,1.02796,109972017080_50
rdi10L sd,0.275201,109972017080_50
rdi12L mean,1.02858,109972017080_50
rdi12L sd,0.274921,109972017080_50
nrdi02L mean,0.426528,109972017080_50
nrdi02L sd,0.146634,109972017080_50
nrdi04L mean,0.0828881,109972017080_50
nrdi04L sd,0.0429141,109972017080_50
nrdi06L mean,0.00148843,109972017080_50
nrdi06L sd,0.00590989,109972017080_50
nrdi08L mean,0.000896326,109972017080_50
nrdi08L sd,0.00333679,109972017080_50
nrdi10L mean,0.00055762,109972017080_50
nrdi10L sd,0.00193719,109972017080_50
nrdi12L mean,0,109972017080_50
nrdi12L sd,0,109972017080_50
number of tracts,891355,109972017080_51
tract length mean(mm),27.9499,109972017080_51
tract length sd(mm),21.8771,109972017080_51
tracts volume (mm^3),70216,109972017080_51
qa mean,0.178532,109972017080_51
qa sd,0.0514532,109972017080_51
nqa mean,0.144491,109972017080_51
nqa sd,0.0458073,109972017080_51
dti_fa mean,0.187729,109972017080_51
dti_fa sd,0.0718822,109972017080_51
md mean,0.421554,109972017080_51
md sd,NA,109972017080_51
ad mean,0.478454,109972017080_51
ad sd,0.028267,109972017080_51
rd mean,0.37698,109972017080_51
rd sd,NA,109972017080_51
gfa mean,0.0446172,109972017080_51
gfa sd,0.0146017,109972017080_51
iso mean,0.96008,109972017080_51
iso sd,0.0815188,109972017080_51
rdi02L mean,0.6455,109972017080_51
rdi02L sd,0.250055,109972017080_51
rdi04L mean,1.03515,109972017080_51
rdi04L sd,0.301717,109972017080_51
rdi06L mean,1.10619,109972017080_51
rdi06L sd,0.490514,109972017080_51
rdi08L mean,1.10676,109972017080_51
rdi08L sd,0.491861,109972017080_51
rdi10L mean,1.10687,109972017080_51
rdi10L sd,0.492222,109972017080_51
rdi12L mean,1.10705,109972017080_51
rdi12L sd,0.49272,109972017080_51
nrdi02L mean,0.508502,109972017080_51
nrdi02L sd,0.12661,109972017080_51
nrdi04L mean,0.114263,109972017080_51
nrdi04L sd,0.015854,109972017080_51
nrdi06L mean,0.00118466,109972017080_51
nrdi06L sd,0.00498413,109972017080_51
nrdi08L mean,0.000481011,109972017080_51
nrdi08L sd,0.00213256,109972017080_51
nrdi10L mean,0.000296222,109972017080_51
nrdi10L sd,0.00124113,109972017080_51
nrdi12L mean,0,109972017080_51
nrdi12L sd,0,109972017080_51
number of tracts,12044,109972017080_52
tract length mean(mm),69.2444,109972017080_52
tract length sd(mm),16.1707,109972017080_52
tracts volume (mm^3),7808,109972017080_52
qa mean,0.242232,109972017080_52
qa sd,0.110968,109972017080_52
nqa mean,0.198467,109972017080_52
nqa sd,0.0908956,109972017080_52
dti_fa mean,0.296593,109972017080_52
dti_fa sd,0.146966,109972017080_52
md mean,0.34958,109972017080_52
md sd,0.071634,109972017080_52
ad mean,0.458673,109972017080_52
ad sd,0.0785034,109972017080_52
rd mean,0.295065,109972017080_52
rd sd,0.0823945,109972017080_52
gfa mean,0.0706628,109972017080_52
gfa sd,0.0224472,109972017080_52
iso mean,0.748378,109972017080_52
iso sd,0.14663,109972017080_52
rdi02L mean,0.573679,109972017080_52
rdi02L sd,0.115725,109972017080_52
rdi04L mean,0.907095,109972017080_52
rdi04L sd,0.185757,109972017080_52
rdi06L mean,0.98626,109972017080_52
rdi06L sd,0.205435,109972017080_52
rdi08L mean,0.986639,109972017080_52
rdi08L sd,0.205222,109972017080_52
rdi10L mean,0.987006,109972017080_52
rdi10L sd,0.204945,109972017080_52
rdi12L mean,0.987657,109972017080_52
rdi12L sd,0.204432,109972017080_52
nrdi02L mean,0.414019,109972017080_52
nrdi02L sd,0.0900918,109972017080_52
nrdi04L mean,0.080562,109972017080_52
nrdi04L sd,0.0232251,109972017080_52
nrdi06L mean,0.00138977,109972017080_52
nrdi06L sd,0.00523688,109972017080_52
nrdi08L mean,0.00101286,109972017080_52
nrdi08L sd,0.00331694,109972017080_52
nrdi10L mean,0.000653728,109972017080_52
nrdi10L sd,0.00177839,109972017080_52
nrdi12L mean,0,109972017080_52
nrdi12L sd,0,109972017080_52
number of tracts,328140,109972017080_56
tract length mean(mm),10.4247,109972017080_56
tract length sd(mm),13.0993,109972017080_56
tracts volume (mm^3),14680,109972017080_56
qa mean,0.182828,109972017080_56
qa sd,0.107065,109972017080_56
nqa mean,0.149902,109972017080_56
nqa sd,0.0877073,109972017080_56
dti_fa mean,0.209488,109972017080_56
dti_fa sd,0.118632,109972017080_56
md mean,0.370173,109972017080_56
md sd,0.0786005,109972017080_56
ad mean,0.449129,109972017080_56
ad sd,0.0959573,109972017080_56
rd mean,0.330742,109972017080_56
rd sd,0.0813628,109972017080_56
gfa mean,0.0575352,109972017080_56
gfa sd,0.0225227,109972017080_56
iso mean,0.682364,109972017080_56
iso sd,0.125735,109972017080_56
rdi02L mean,0.510714,109972017080_56
rdi02L sd,0.0991449,109972017080_56
rdi04L mean,0.810212,109972017080_56
rdi04L sd,0.154501,109972017080_56
rdi06L mean,0.88365,109972017080_56
rdi06L sd,0.175558,109972017080_56
rdi08L mean,0.88384,109972017080_56
rdi08L sd,0.175529,109972017080_56
rdi10L mean,0.884007,109972017080_56
rdi10L sd,0.175596,109972017080_56
rdi12L mean,0.884669,109972017080_56
rdi12L sd,0.175062,109972017080_56
nrdi02L mean,0.373828,109972017080_56
nrdi02L sd,0.0780458,109972017080_56
nrdi04L mean,0.0748724,109972017080_56
nrdi04L sd,0.0202161,109972017080_56
nrdi06L mean,0.000960041,109972017080_56
nrdi06L sd,0.00247867,109972017080_56
nrdi08L mean,0.00078767,109972017080_56
nrdi08L sd,0.001941,109972017080_56
nrdi10L mean,0.000615419,109972017080_56
nrdi10L sd,0.00135264,109972017080_56
nrdi12L mean,0,109972017080_56
nrdi12L sd,0,109972017080_56
number of tracts,2109710,109972017080_57
tract length mean(mm),17.0624,109972017080_57
tract length sd(mm),11.6159,109972017080_57
tracts volume (mm^3),20312,109972017080_57
qa mean,0.205353,109972017080_57
qa sd,0.123508,109972017080_57
nqa mean,0.167729,109972017080_57
nqa sd,0.104072,109972017080_57
dti_fa mean,0.215751,109972017080_57
dti_fa sd,0.140358,109972017080_57
md mean,0.392147,109972017080_57
md sd,0.0299464,109972017080_57
ad mean,0.457494,109972017080_57
ad sd,0.147057,109972017080_57
rd mean,0.36455,109972017080_57
rd sd,NA,109972017080_57
gfa mean,0.0604928,109972017080_57
gfa sd,0.0212711,109972017080_57
iso mean,0.766661,109972017080_57
iso sd,NA,109972017080_57
rdi02L mean,0.542905,109972017080_57
rdi02L sd,0.0926171,109972017080_57
rdi04L mean,0.845563,109972017080_57
rdi04L sd,0.240459,109972017080_57
rdi06L mean,0.940908,109972017080_57
rdi06L sd,0.171699,109972017080_57
rdi08L mean,0.941628,109972017080_57
rdi08L sd,0.172425,109972017080_57
rdi10L mean,0.942305,109972017080_57
rdi10L sd,0.173732,109972017080_57
rdi12L mean,0.943238,109972017080_57
rdi12L sd,0.175766,109972017080_57
nrdi02L mean,0.3982,109972017080_57
nrdi02L sd,0.0946894,109972017080_57
nrdi04L mean,0.0854746,109972017080_57
nrdi04L sd,NA,109972017080_57
nrdi06L mean,0.00256996,109972017080_57
nrdi06L sd,0.00709023,109972017080_57
nrdi08L mean,0.00185094,109972017080_57
nrdi08L sd,0.00490822,109972017080_57
nrdi10L mean,0.00107502,109972017080_57
nrdi10L sd,0.0024801,109972017080_57
nrdi12L mean,0,109972017080_57
nrdi12L sd,0,109972017080_57
number of tracts,30057,109972017080_58
tract length mean(mm),63.5358,109972017080_58
tract length sd(mm),38.9213,109972017080_58
tracts volume (mm^3),14008,109972017080_58
qa mean,0.237641,109972017080_58
qa sd,0.121968,109972017080_58
nqa mean,0.194699,109972017080_58
nqa sd,0.0999844,109972017080_58
dti_fa mean,0.322399,109972017080_58
dti_fa sd,0.14032,109972017080_58
md mean,0.351506,109972017080_58
md sd,0.0924603,109972017080_58
ad mean,0.469467,109972017080_58
ad sd,0.0964995,109972017080_58
rd mean,0.292578,109972017080_58
rd sd,0.0998514,109972017080_58
gfa mean,0.0737826,109972017080_58
gfa sd,0.0235551,109972017080_58
iso mean,0.755902,109972017080_58
iso sd,0.159587,109972017080_58
rdi02L mean,0.585436,109972017080_58
rdi02L sd,0.1182,109972017080_58
rdi04L mean,0.924669,109972017080_58
rdi04L sd,0.190871,109972017080_58
rdi06L mean,1.00411,109972017080_58
rdi06L sd,0.211185,109972017080_58
rdi08L mean,1.00449,109972017080_58
rdi08L sd,0.211264,109972017080_58
rdi10L mean,1.00484,109972017080_58
rdi10L sd,0.211099,109972017080_58
rdi12L mean,1.00535,109972017080_58
rdi12L sd,0.210797,109972017080_58
nrdi02L mean,0.419363,109972017080_58
nrdi02L sd,0.0963113,109972017080_58
nrdi04L mean,0.0800525,109972017080_58
nrdi04L sd,0.0266835,109972017080_58
nrdi06L mean,0.00121309,109972017080_58
nrdi06L sd,0.00543678,109972017080_58
nrdi08L mean,0.000832165,109972017080_58
nrdi08L sd,0.0038805,109972017080_58
nrdi10L mean,0.000484765,109972017080_58
nrdi10L sd,0.00195682,109972017080_58
nrdi12L mean,0,109972017080_58
nrdi12L sd,0,109972017080_58
number of tracts,22,109972017080_59
tract length mean(mm),71.2391,109972017080_59
tract length sd(mm),7.76819,109972017080_59
tracts volume (mm^3),1096,109972017080_59
qa mean,0.235447,109972017080_59
qa sd,0.154894,109972017080_59
nqa mean,0.192904,109972017080_59
nqa sd,0.126906,109972017080_59
dti_fa mean,0.274283,109972017080_59
dti_fa sd,0.200099,109972017080_59
md mean,0.336749,109972017080_59
md sd,0.078713,109972017080_59
ad mean,0.432718,109972017080_59
ad sd,0.0817554,109972017080_59
rd mean,0.288764,109972017080_59
rd sd,0.0965191,109972017080_59
gfa mean,0.0644163,109972017080_59
gfa sd,0.0320346,109972017080_59
iso mean,0.742325,109972017080_59
iso sd,0.15082,109972017080_59
rdi02L mean,0.564745,109972017080_59
rdi02L sd,0.118972,109972017080_59
rdi04L mean,0.892832,109972017080_59
rdi04L sd,0.190526,109972017080_59
rdi06L mean,0.970237,109972017080_59
rdi06L sd,0.21087,109972017080_59
rdi08L mean,0.970339,109972017080_59
rdi08L sd,0.211008,109972017080_59
rdi10L mean,0.970349,109972017080_59
rdi10L sd,0.211013,109972017080_59
rdi12L mean,0.970481,109972017080_59
rdi12L sd,0.210944,109972017080_59
nrdi02L mean,0.405736,109972017080_59
nrdi02L sd,0.0932874,109972017080_59
nrdi04L mean,0.0776498,109972017080_59
nrdi04L sd,0.0233729,109972017080_59
nrdi06L mean,0.000243856,109972017080_59
nrdi06L sd,0.000975067,109972017080_59
nrdi08L mean,0.000142176,109972017080_59
nrdi08L sd,0.000497216,109972017080_59
nrdi10L mean,0.00013298,109972017080_59
nrdi10L sd,0.00043441,109972017080_59
nrdi12L mean,0,109972017080_59
nrdi12L sd,0,109972017080_59
number of tracts,134,109972017080_5
tract length mean(mm),136.939,109972017080_5
tract length sd(mm),15.1006,109972017080_5
tracts volume (mm^3),5664,109972017080_5
qa mean,0.273625,109972017080_5
qa sd,0.153078,109972017080_5
nqa mean,0.224183,109972017080_5
nqa sd,0.125418,109972017080_5
dti_fa mean,0.324902,109972017080_5
dti_fa sd,0.16044,109972017080_5
md mean,0.347307,109972017080_5
md sd,0.107692,109972017080_5
ad mean,0.46618,109972017080_5
ad sd,0.123849,109972017080_5
rd mean,0.287869,109972017080_5
rd sd,0.115393,109972017080_5
gfa mean,0.0757479,109972017080_5
gfa sd,0.0288566,109972017080_5
iso mean,0.777659,109972017080_5
iso sd,0.175317,109972017080_5
rdi02L mean,0.594241,109972017080_5
rdi02L sd,0.137222,109972017080_5
rdi04L mean,0.940623,109972017080_5
rdi04L sd,0.217549,109972017080_5
rdi06L mean,1.02446,109972017080_5
rdi06L sd,0.238241,109972017080_5
rdi08L mean,1.02741,109972017080_5
rdi08L sd,0.239516,109972017080_5
rdi10L mean,1.0294,109972017080_5
rdi10L sd,0.240527,109972017080_5
rdi12L mean,1.03056,109972017080_5
rdi12L sd,0.241,109972017080_5
nrdi02L mean,0.436318,109972017080_5
nrdi02L sd,0.111025,109972017080_5
nrdi04L mean,0.0899385,109972017080_5
nrdi04L sd,0.0445496,109972017080_5
nrdi06L mean,0.00610529,109972017080_5
nrdi06L sd,0.021945,109972017080_5
nrdi08L mean,0.00314993,109972017080_5
nrdi08L sd,0.0107335,109972017080_5
nrdi10L mean,0.00116658,109972017080_5
nrdi10L sd,0.00350445,109972017080_5
nrdi12L mean,0,109972017080_5
nrdi12L sd,0,109972017080_5
number of tracts,7394,109972017080_60
tract length mean(mm),62.7601,109972017080_60
tract length sd(mm),2.78319,109972017080_60
tracts volume (mm^3),3568,109972017080_60
qa mean,0.197895,109972017080_60
qa sd,0.0933698,109972017080_60
nqa mean,0.162137,109972017080_60
nqa sd,0.0764966,109972017080_60
dti_fa mean,0.227712,109972017080_60
dti_fa sd,0.0823309,109972017080_60
md mean,0.358609,109972017080_60
md sd,0.0775352,109972017080_60
ad mean,0.437497,109972017080_60
ad sd,0.0880926,109972017080_60
rd mean,0.31916,109972017080_60
rd sd,0.0773271,109972017080_60
gfa mean,0.0622166,109972017080_60
gfa sd,0.0151931,109972017080_60
iso mean,0.722463,109972017080_60
iso sd,0.181855,109972017080_60
rdi02L mean,0.546975,109972017080_60
rdi02L sd,0.14111,109972017080_60
rdi04L mean,0.867375,109972017080_60
rdi04L sd,0.228545,109972017080_60
rdi06L mean,0.947107,109972017080_60
rdi06L sd,0.255655,109972017080_60
rdi08L mean,0.948089,109972017080_60
rdi08L sd,0.255317,109972017080_60
rdi10L mean,0.948905,109972017080_60
rdi10L sd,0.25501,109972017080_60
rdi12L mean,0.950072,109972017080_60
rdi12L sd,0.254434,109972017080_60
nrdi02L mean,0.403096,109972017080_60
nrdi02L sd,0.115059,109972017080_60
nrdi04L mean,0.0826727,109972017080_60
nrdi04L sd,0.0314059,109972017080_60
nrdi06L mean,0.00295653,109972017080_60
nrdi06L sd,0.00774715,109972017080_60
nrdi08L mean,0.00197682,109972017080_60
nrdi08L sd,0.0045924,109972017080_60
nrdi10L mean,0.00115714,109972017080_60
nrdi10L sd,0.00233708,109972017080_60
nrdi12L mean,0,109972017080_60
nrdi12L sd,0,109972017080_60
number of tracts,35021,109972017080_61
tract length mean(mm),7.74185,109972017080_61
tract length sd(mm),13.4127,109972017080_61
tracts volume (mm^3),2952,109972017080_61
qa mean,0.278545,109972017080_61
qa sd,0.10184,109972017080_61
nqa mean,0.228212,109972017080_61
nqa sd,0.083437,109972017080_61
dti_fa mean,0.268449,109972017080_61
dti_fa sd,0.0782067,109972017080_61
md mean,0.382759,109972017080_61
md sd,0.0911303,109972017080_61
ad mean,0.487817,109972017080_61
ad sd,0.108388,109972017080_61
rd mean,0.330223,109972017080_61
rd sd,0.0861353,109972017080_61
gfa mean,0.0740583,109972017080_61
gfa sd,0.0136993,109972017080_61
iso mean,0.818129,109972017080_61
iso sd,0.222551,109972017080_61
rdi02L mean,0.635832,109972017080_61
rdi02L sd,0.176198,109972017080_61
rdi04L mean,1.0096,109972017080_61
rdi04L sd,0.28629,109972017080_61
rdi06L mean,1.10331,109972017080_61
rdi06L sd,0.321804,109972017080_61
rdi08L mean,1.10345,109972017080_61
rdi08L sd,0.321748,109972017080_61
rdi10L mean,1.10358,109972017080_61
rdi10L sd,0.321606,109972017080_61
rdi12L mean,1.10398,109972017080_61
rdi12L sd,0.321152,109972017080_61
nrdi02L mean,0.468138,109972017080_61
nrdi02L sd,0.145752,109972017080_61
nrdi04L mean,0.0943695,109972017080_61
nrdi04L sd,0.0367165,109972017080_61
nrdi06L mean,0.000670828,109972017080_61
nrdi06L sd,0.00258684,109972017080_61
nrdi08L mean,0.000534488,109972017080_61
nrdi08L sd,0.00205354,109972017080_61
nrdi10L mean,0.000401447,109972017080_61
nrdi10L sd,0.00143268,109972017080_61
nrdi12L mean,0,109972017080_61
nrdi12L sd,0,109972017080_61
number of tracts,592924,109972017080_63
tract length mean(mm),22.5548,109972017080_63
tract length sd(mm),13.5353,109972017080_63
tracts volume (mm^3),13552,109972017080_63
qa mean,0.306714,109972017080_63
qa sd,0.103939,109972017080_63
nqa mean,0.251995,109972017080_63
nqa sd,0.0850727,109972017080_63
dti_fa mean,0.342447,109972017080_63
dti_fa sd,0.158391,109972017080_63
md mean,0.385309,109972017080_63
md sd,0.0570956,109972017080_63
ad mean,0.512074,109972017080_63
ad sd,0.0758403,109972017080_63
rd mean,0.310459,109972017080_63
rd sd,0.119377,109972017080_63
gfa mean,0.0792016,109972017080_63
gfa sd,0.0236248,109972017080_63
iso mean,0.867962,109972017080_63
iso sd,NA,109972017080_63
rdi02L mean,0.633184,109972017080_63
rdi02L sd,0.179998,109972017080_63
rdi04L mean,1.01638,109972017080_63
rdi04L sd,0.173049,109972017080_63
rdi06L mean,1.07489,109972017080_63
rdi06L sd,0.279787,109972017080_63
rdi08L mean,1.07524,109972017080_63
rdi08L sd,0.28005,109972017080_63
rdi10L mean,1.07566,109972017080_63
rdi10L sd,0.280209,109972017080_63
rdi12L mean,1.07637,109972017080_63
rdi12L sd,0.280197,109972017080_63
nrdi02L mean,0.486011,109972017080_63
nrdi02L sd,NA,109972017080_63
nrdi04L mean,0.0907388,109972017080_63
nrdi04L sd,0.0290864,109972017080_63
nrdi06L mean,0.00208547,109972017080_63
nrdi06L sd,0.00660708,109972017080_63
nrdi08L mean,0.00147127,109972017080_63
nrdi08L sd,0.00429901,109972017080_63
nrdi10L mean,0.00087895,109972017080_63
nrdi10L sd,0.00227385,109972017080_63
nrdi12L mean,0,109972017080_63
nrdi12L sd,0,109972017080_63
number of tracts,163738,109972017080_64
tract length mean(mm),53.8422,109972017080_64
tract length sd(mm),17.1665,109972017080_64
tracts volume (mm^3),28432,109972017080_64
qa mean,0.221183,109972017080_64
qa sd,0.109834,109972017080_64
nqa mean,0.180359,109972017080_64
nqa sd,0.0924189,109972017080_64
dti_fa mean,0.304407,109972017080_64
dti_fa sd,0.122306,109972017080_64
md mean,0.343027,109972017080_64
md sd,0.0737384,109972017080_64
ad mean,0.451778,109972017080_64
ad sd,0.074784,109972017080_64
rd mean,0.289591,109972017080_64
rd sd,0.0778768,109972017080_64
gfa mean,0.0688083,109972017080_64
gfa sd,0.0219954,109972017080_64
iso mean,0.739247,109972017080_64
iso sd,0.153695,109972017080_64
rdi02L mean,0.568875,109972017080_64
rdi02L sd,0.124606,109972017080_64
rdi04L mean,0.900217,109972017080_64
rdi04L sd,0.196054,109972017080_64
rdi06L mean,0.981264,109972017080_64
rdi06L sd,0.197114,109972017080_64
rdi08L mean,0.981577,109972017080_64
rdi08L sd,0.197259,109972017080_64
rdi10L mean,0.981838,109972017080_64
rdi10L sd,0.19723,109972017080_64
rdi12L mean,0.98223,109972017080_64
rdi12L sd,0.196884,109972017080_64
nrdi02L mean,0.409863,109972017080_64
nrdi02L sd,0.0884565,109972017080_64
nrdi04L mean,0.0770368,109972017080_64
nrdi04L sd,0.026295,109972017080_64
nrdi06L mean,0.00090585,109972017080_64
nrdi06L sd,0.00591317,109972017080_64
nrdi08L mean,0.000587132,109972017080_64
nrdi08L sd,0.00345453,109972017080_64
nrdi10L mean,0.00033334,109972017080_64
nrdi10L sd,0.00150888,109972017080_64
nrdi12L mean,0,109972017080_64
nrdi12L sd,0,109972017080_64
number of tracts,3788,109972017080_65
tract length mean(mm),33.096,109972017080_65
tract length sd(mm),29.3942,109972017080_65
tracts volume (mm^3),5440,109972017080_65
qa mean,0.264086,109972017080_65
qa sd,0.115565,109972017080_65
nqa mean,0.216368,109972017080_65
nqa sd,0.0946831,109972017080_65
dti_fa mean,0.29539,109972017080_65
dti_fa sd,0.162926,109972017080_65
md mean,0.390422,109972017080_65
md sd,0.104052,109972017080_65
ad mean,0.504912,109972017080_65
ad sd,0.100605,109972017080_65
rd mean,0.333174,109972017080_65
rd sd,0.118458,109972017080_65
gfa mean,0.0751666,109972017080_65
gfa sd,0.0224554,109972017080_65
iso mean,0.786637,109972017080_65
iso sd,0.156567,109972017080_65
rdi02L mean,0.597847,109972017080_65
rdi02L sd,0.13166,109972017080_65
rdi04L mean,0.949329,109972017080_65
rdi04L sd,0.210181,109972017080_65
rdi06L mean,1.0389,109972017080_65
rdi06L sd,0.231183,109972017080_65
rdi08L mean,1.04212,109972017080_65
rdi08L sd,0.228243,109972017080_65
rdi10L mean,1.045,109972017080_65
rdi10L sd,0.225532,109972017080_65
rdi12L mean,1.04716,109972017080_65
rdi12L sd,0.223838,109972017080_65
nrdi02L mean,0.449301,109972017080_65
nrdi02L sd,0.0990808,109972017080_65
nrdi04L mean,0.0978186,109972017080_65
nrdi04L sd,0.0375022,109972017080_65
nrdi06L mean,0.00826198,109972017080_65
nrdi06L sd,0.0219768,109972017080_65
nrdi08L mean,0.00504422,109972017080_65
nrdi08L sd,0.0128393,109972017080_65
nrdi10L mean,0.00216254,109972017080_65
nrdi10L sd,0.00500956,109972017080_65
nrdi12L mean,0,109972017080_65
nrdi12L sd,0,109972017080_65
number of tracts,398923,109972017080_6
tract length mean(mm),32.9236,109972017080_6
tract length sd(mm),19.5969,109972017080_6
tracts volume (mm^3),200480,109972017080_6
qa mean,0.284905,109972017080_6
qa sd,0.152066,109972017080_6
nqa mean,0.234037,109972017080_6
nqa sd,0.123813,109972017080_6
dti_fa mean,0.356804,109972017080_6
dti_fa sd,0.1803,109972017080_6
md mean,0.33274,109972017080_6
md sd,0.11893,109972017080_6
ad mean,0.466189,109972017080_6
ad sd,0.0828427,109972017080_6
rd mean,0.274901,109972017080_6
rd sd,0.122369,109972017080_6
gfa mean,0.0798078,109972017080_6
gfa sd,0.0316755,109972017080_6
iso mean,0.751044,109972017080_6
iso sd,0.21223,109972017080_6
rdi02L mean,0.580505,109972017080_6
rdi02L sd,0.150258,109972017080_6
rdi04L mean,0.937981,109972017080_6
rdi04L sd,0.142103,109972017080_6
rdi06L mean,1.01812,109972017080_6
rdi06L sd,0.167981,109972017080_6
rdi08L mean,1.02034,109972017080_6
rdi08L sd,0.173909,109972017080_6
rdi10L mean,1.02166,109972017080_6
rdi10L sd,0.175923,109972017080_6
rdi12L mean,1.02249,109972017080_6
rdi12L sd,0.176579,109972017080_6
nrdi02L mean,0.426957,109972017080_6
nrdi02L sd,0.120276,109972017080_6
nrdi04L mean,0.0863081,109972017080_6
nrdi04L sd,0.0460659,109972017080_6
nrdi06L mean,0.00480386,109972017080_6
nrdi06L sd,0.018118,109972017080_6
nrdi08L mean,0.00224861,109972017080_6
nrdi08L sd,0.00866483,109972017080_6
nrdi10L mean,0.000832373,109972017080_6
nrdi10L sd,0.00284599,109972017080_6
nrdi12L mean,0,109972017080_6
nrdi12L sd,0,109972017080_6
number of tracts,412280,109972017080_7
tract length mean(mm),29.9792,109972017080_7
tract length sd(mm),24.2356,109972017080_7
tracts volume (mm^3),207168,109972017080_7
qa mean,0.277979,109972017080_7
qa sd,0.156655,109972017080_7
nqa mean,0.228911,109972017080_7
nqa sd,0.127364,109972017080_7
dti_fa mean,0.342953,109972017080_7
dti_fa sd,0.173791,109972017080_7
md mean,0.337146,109972017080_7
md sd,0.106754,109972017080_7
ad mean,0.468344,109972017080_7
